,City,region,Res_Comm,mkt_type,Quradate,National_exp,Alabama_exp,Sales_exp,Inventory_exp,Price_exp,Credit_exp
7505,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-07-15,4.0,5.0,5.0,3.0,4.0,4.0
13577,Dothan,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2017-07-15,3.0,3.0,3.0,3.0,3.0,4.0
4740,Scottsboro,North_Huntsville-Decatur-Florence,Commercial,Rural,2017-07-15,3.0,3.0,3.0,3.0,3.0,3.0
4533,Daphne,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-07-15,3.0,3.0,3.0,3.0,2.0,2.0
5278,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-07-15,3.0,2.0,3.0,3.0,3.0,2.0
10950,Gulf Shores,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-07-15,3.0,4.0,4.0,2.0,4.0,3.0
9533,Tuscaloosa ,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-07-15,3.0,3.0,3.0,4.0,3.0,3.0
13406,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2017-07-15,4.0,4.0,4.0,3.0,3.0,3.0
3604,Vestavia Hills,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-07-15,3.0,3.0,3.0,4.0,3.0,3.0
1395,mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-07-15,3.0,3.0,3.0,4.0,4.0,3.0
3852,Gulf Shores,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-07-15,3.0,3.0,3.0,3.0,4.0,3.0
5175,Opp,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Rural,2017-07-15,4.0,4.0,4.0,4.0,3.0,3.0
1419,Centre,North_Huntsville-Decatur-Florence,Residential,Rural,2017-07-15,4.0,4.0,3.0,4.0,3.0,3.0
1289,Columbiana,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-07-15,4.0,5.0,4.0,3.0,4.0,4.0
12071,Alexander City,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Rural,2017-07-15,3.0,3.0,3.0,2.0,3.0,3.0
12168,Hoover,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-07-15,4.0,3.0,5.0,3.0,4.0,5.0
13528,Foley,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-07-15,3.0,4.0,4.0,4.0,4.0,3.0
1311,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2017-07-15,4.0,4.0,4.0,2.0,4.0,4.0
7264,Mobile,South_Mobile-Baldwin,Commercial,Suburban_Urban,2017-07-15,5.0,3.0,3.0,3.0,3.0,3.0
10981,Gulf Shores,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-07-15,3.0,3.0,4.0,4.0,4.0,3.0
12020,Montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2017-07-15,2.0,2.0,2.0,3.0,3.0,3.0
3393,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2017-07-15,3.0,4.0,4.0,3.0,4.0,3.0
9481,Tucaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2017-07-15,3.0,3.0,3.0,4.0,3.0,3.0
13425,Decatur,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2017-07-15,4.0,5.0,5.0,2.0,3.0,4.0
5487,Fairhope,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-07-15,4.0,4.0,4.0,4.0,4.0,3.0
4075,Dothan,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Commercial,Suburban_Urban,2017-07-15,3.0,3.0,3.0,3.0,3.0,3.0
4296,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-07-15,3.0,3.0,3.0,2.0,3.0,3.0
3815,Millbrook,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2017-07-15,3.0,3.0,3.0,3.0,3.0,3.0
12007,Montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2017-07-15,3.0,4.0,4.0,4.0,3.0,3.0
1170,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2017-07-15,3.0,3.0,3.0,3.0,3.0,4.0
5494,Moody,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2017-07-15,3.0,3.0,3.0,2.0,3.0,3.0
3405,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2017-07-15,4.0,4.0,4.0,4.0,4.0,3.0
1580,Madison,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2017-07-15,3.0,4.0,4.0,3.0,3.0,3.0
4139,Bay Minette,South_Mobile-Baldwin,Residential,Rural,2017-07-15,3.0,3.0,3.0,2.0,4.0,3.0
4326,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-07-15,3.0,3.0,3.0,2.0,4.0,3.0
13413,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2017-07-15,3.0,3.0,3.0,3.0,4.0,3.0
7253,Albertville,North_Huntsville-Decatur-Florence,Commercial,Rural,2017-07-15,3.0,4.0,3.0,4.0,3.0,3.0
5462,Auburn,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2017-07-15,3.0,4.0,3.0,2.0,4.0,3.0
4601,Pike Road,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2017-07-15,4.0,4.0,4.0,4.0,4.0,4.0
12255,Auburn,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2017-07-15,3.0,3.0,3.0,2.0,3.0,3.0
13695,Homewood,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2017-07-15,4.0,4.0,4.0,3.0,4.0,4.0
5090,Northport,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-07-15,4.0,4.0,3.0,2.0,3.0,2.0
3438,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-07-15,4.0,4.0,4.0,4.0,4.0,4.0
7658,helena al,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-07-15,3.0,3.0,3.0,3.0,3.0,3.0
12072,Alexander City,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Rural,2017-10-15,5.0,4.0,3.0,3.0,3.0,3.0
6000,Arab,North_Huntsville-Decatur-Florence,Residential,Rural,2017-10-15,3.0,4.0,4.0,2.0,3.0,3.0
14418,Bimingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Rural,2017-10-15,4.0,4.0,4.0,4.0,4.0,4.0
12812,Daphne,South_Mobile-Baldwin,Commercial,Suburban_Urban,2017-10-15,4.0,4.0,4.0,3.0,3.0,3.0
5067,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2017-10-15,3.0,3.0,3.0,3.0,3.0,3.0
12660,Montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2017-10-15,4.0,4.0,4.0,5.0,4.0,3.0
8306,Huntsville,North_Huntsville-Decatur-Florence,Commercial,Suburban_Urban,2017-10-15,3.0,4.0,4.0,4.0,4.0,4.0
3825,Montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2017-10-15,4.0,2.0,3.0,2.0,3.0,3.0
2552,Trussville,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-10-15,4.0,4.0,4.0,4.0,3.0,3.0
10982,Gulf Shores,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-10-15,2.0,2.0,2.0,3.0,3.0,3.0
2865,Dothan,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2017-10-15,3.0,3.0,5.0,3.0,3.0,3.0
5988,Fultondale,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-10-15,3.0,3.0,2.0,2.0,3.0,3.0
5279,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-10-15,3.0,3.0,3.0,3.0,3.0,3.0
10337,Fort Payne,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2017-10-15,3.0,3.0,3.0,2.0,2.0,3.0
5176,Opp,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Rural,2017-10-15,3.0,3.0,3.0,3.0,4.0,3.0
10490,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2017-10-15,3.0,4.0,3.0,4.0,4.0,4.0
10311,Selma,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Rural,2017-10-15,2.0,2.0,1.0,1.0,1.0,2.0
4275,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-10-15,3.0,3.0,3.0,3.0,3.0,3.0
12634,Auburn,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2017-10-15,3.0,2.0,2.0,4.0,4.0,4.0
2616,Montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2017-10-15,3.0,3.0,3.0,3.0,3.0,4.0
3816,Millbrook,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2017-10-15,4.0,4.0,4.0,4.0,3.0,3.0
3710,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-10-15,2.0,2.0,3.0,2.0,3.0,4.0
8328,Orange Beach,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-10-15,3.0,3.0,3.0,3.0,3.0,3.0
10500,Enterprise,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Commercial,Suburban_Urban,2017-10-15,3.0,5.0,4.0,3.0,4.0,5.0
3921,Huntsville,North_Huntsville-Decatur-Florence,Commercial,Suburban_Urban,2017-10-15,3.0,3.0,3.0,3.0,3.0,2.0
5091,Northport,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-10-15,3.0,3.0,3.0,2.0,4.0,3.0
6168,Cullman,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2017-10-15,3.0,3.0,3.0,3.0,4.0,3.0
4969,Hoover,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-10-15,3.0,3.0,2.0,4.0,3.0,3.0
3769,Florence,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2017-10-15,3.0,3.0,3.0,2.0,3.0,3.0
5950,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-10-15,3.0,3.0,3.0,3.0,3.0,3.0
5110,GULF SHORES,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-10-15,3.0,3.0,4.0,4.0,4.0,4.0
6068,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-10-15,4.0,4.0,4.0,4.0,3.0,4.0
8275,gulf shores,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-10-15,3.0,3.0,3.0,2.0,3.0,3.0
12705,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-10-15,3.0,3.0,2.0,4.0,3.0,3.0
6131,Mobile,South_Mobile-Baldwin,Commercial,Rural,2017-10-15,4.0,4.0,4.0,4.0,4.0,3.0
2682,Livingston,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2017-10-15,3.0,3.0,3.0,3.0,3.0,3.0
12021,Montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2017-10-15,3.0,3.0,4.0,2.0,3.0,3.0
11603,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2017-10-15,4.0,4.0,3.0,3.0,3.0,4.0
4297,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-10-15,3.0,3.0,3.0,3.0,3.0,3.0
10412,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-10-15,4.0,4.0,3.0,1.0,4.0,4.0
14438,Fairhope,South_Mobile-Baldwin,Commercial,Suburban_Urban,2017-10-15,3.0,3.0,3.0,3.0,3.0,3.0
4202,Auburn,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2017-10-15,3.0,3.0,2.0,2.0,4.0,3.0
12716,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-10-15,3.0,3.0,3.0,3.0,3.0,3.0
33,Daphne,South_Mobile-Baldwin,Commercial,Suburban_Urban,2017-10-15,3.0,3.0,3.0,3.0,3.0,3.0
2704,AUBURN,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2017-10-15,3.0,3.0,3.0,2.0,3.0,3.0
11038,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-10-15,3.0,1.0,4.0,3.0,3.0,3.0
8752,Fairhope,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-10-15,2.0,2.0,2.0,3.0,3.0,3.0
8637,Selma,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2017-10-15,4.0,4.0,4.0,4.0,4.0,3.0
5160,gulf shores,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-10-15,4.0,4.0,4.0,3.0,5.0,5.0
8256,Leeds,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2017-10-15,3.0,3.0,3.0,3.0,3.0,3.0
8231,Auburn,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2017-10-15,2.0,2.0,2.0,3.0,2.0,3.0
6015,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2017-10-15,4.0,4.0,4.0,3.0,4.0,3.0
45,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2017-10-15,3.0,3.0,3.0,3.0,3.0,3.0
316,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-10-15,3.0,3.0,3.0,2.0,4.0,3.0
6020,Daphne,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-10-15,2.0,3.0,2.0,3.0,2.0,3.0
14141,Prattville,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Commercial,Suburban_Urban,2017-10-15,3.0,3.0,3.0,2.0,3.0,3.0
2780,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2017-10-15,4.0,3.0,4.0,3.0,3.0,4.0
11352,Florence,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2017-10-15,3.0,3.0,3.0,2.0,3.0,3.0
12689,Orange  Beach,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-10-15,3.0,3.0,4.0,2.0,4.0,4.0
2640,gulf shores,South_Mobile-Baldwin,Residential,Rural,2017-10-15,4.0,5.0,5.0,2.0,4.0,4.0
12008,Montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2017-10-15,5.0,3.0,4.0,2.0,3.0,3.0
4509,Gardendale,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-10-15,3.0,3.0,3.0,2.0,3.0,3.0
10381,Auburn,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2017-10-15,2.0,2.0,2.0,3.0,3.0,3.0
11968,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2017-10-15,3.0,3.0,3.0,3.0,3.0,3.0
349,Pike Road,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2017-10-15,3.0,3.0,3.0,3.0,3.0,3.0
12294,Mobile,South_Mobile-Baldwin,Commercial,Suburban_Urban,2017-10-15,3.0,3.0,3.0,3.0,4.0,3.0
8371,Huntsville,North_Huntsville-Decatur-Florence,Commercial,Suburban_Urban,2017-10-15,4.0,4.0,5.0,3.0,3.0,4.0
3628,Vestavia Hills,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-10-15,3.0,3.0,3.0,3.0,3.0,4.0
4583,Daphne,South_Mobile-Baldwin,Commercial,Suburban_Urban,2017-10-15,4.0,4.0,3.0,3.0,3.0,3.0
8882,Gulf Shores,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-10-15,3.0,3.0,3.0,2.0,4.0,2.0
8416,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-10-15,3.0,2.0,2.0,2.0,3.0,3.0
14345,BIRMINGHAM,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2017-10-15,3.0,3.0,3.0,4.0,4.0,3.0
5634,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2017-10-15,3.0,3.0,3.0,3.0,3.0,3.0
14285,Grand Bay,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-10-15,4.0,4.0,4.0,3.0,3.0,4.0
3198,Rainbow City,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-10-15,3.0,3.0,3.0,3.0,3.0,3.0
8532,Spanish Fort,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-10-15,2.0,2.0,2.0,3.0,3.0,2.0
3439,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-10-15,3.0,4.0,3.0,3.0,3.0,4.0
3399,Montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2017-10-15,4.0,4.0,4.0,4.0,4.0,5.0
11932,Semmes,South_Mobile-Baldwin,Residential,Rural,2017-10-15,3.0,4.0,4.0,3.0,4.0,3.0
10302,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-10-15,3.0,3.0,3.0,3.0,3.0,4.0
11619,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2017-10-15,3.0,3.0,3.0,3.0,3.0,4.0
10857,Auburn,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2017-10-15,3.0,3.0,3.0,2.0,4.0,3.0
14273,birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2017-10-15,4.0,4.0,3.0,4.0,3.0,3.0
10666,Opelika,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Commercial,Rural,2017-10-15,3.0,4.0,3.0,4.0,4.0,3.0
12233,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2017-10-15,4.0,4.0,4.0,3.0,3.0,5.0
3080,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2017-10-15,3.0,3.0,3.0,2.0,4.0,3.0
10651,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2017-10-15,3.0,3.0,3.0,3.0,2.0,3.0
206,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2017-10-15,2.0,3.0,3.0,3.0,3.0,3.0
5672,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2017-10-15,2.0,3.0,4.0,2.0,4.0,4.0
3058,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2017-10-15,3.0,3.0,3.0,3.0,3.0,3.0
3394,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2017-10-15,3.0,3.0,3.0,4.0,4.0,3.0
4655,Huntsville ,North_Huntsville-Decatur-Florence,Commercial,Suburban_Urban,2017-10-15,3.0,3.0,3.0,2.0,3.0,3.0
3342,Daphne,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-10-15,3.0,3.0,3.0,3.0,3.0,3.0
10805,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-10-15,3.0,3.0,3.0,2.0,3.0,3.0
8504,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2017-10-15,3.0,3.0,3.0,3.0,4.0,3.0
10812,Lillian,South_Mobile-Baldwin,Commercial,Rural,2017-10-15,3.0,4.0,3.0,4.0,4.0,4.0
3321,montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Commercial,Suburban_Urban,2017-10-15,4.0,4.0,4.0,2.0,4.0,4.0
4327,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-10-15,3.0,3.0,3.0,2.0,4.0,3.0
3877,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-10-15,4.0,4.0,4.0,3.0,3.0,4.0
5517,Lexington,North_Huntsville-Decatur-Florence,Residential,Rural,2017-10-15,4.0,4.0,4.0,3.0,3.0,3.0
5488,Fairhope,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-10-15,4.0,4.0,4.0,4.0,4.0,3.0
4243,Enterprise,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2017-10-15,3.0,3.0,3.0,3.0,2.0,2.0
5547,Huntsville ,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2017-10-15,4.0,4.0,4.0,4.0,4.0,4.0
11157,Birmingham,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Commercial,Rural,2017-10-15,3.0,3.0,3.0,2.0,3.0,3.0
4636,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2017-10-15,3.0,3.0,3.0,3.0,3.0,3.0
3283,Mobile,South_Mobile-Baldwin,Residential,Rural,2017-10-15,4.0,4.0,4.0,3.0,3.0,4.0
10765,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-10-15,3.0,4.0,4.0,4.0,3.0,3.0
5594,Brent,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2017-10-15,3.0,2.0,2.0,3.0,2.0,3.0
12344,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-10-15,3.0,3.0,3.0,3.0,3.0,3.0
164,Huntsville,North_Huntsville-Decatur-Florence,Commercial,Suburban_Urban,2017-10-15,5.0,5.0,5.0,2.0,4.0,5.0
10749,Roanoke,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Rural,2017-10-15,3.0,3.0,3.0,3.0,3.0,3.0
12351,Orange Beach,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-10-15,3.0,3.0,3.0,3.0,3.0,3.0
11404,Birmingham,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-10-15,3.0,3.0,3.0,3.0,3.0,3.0
14361,Hope Hull,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2017-10-15,3.0,3.0,3.0,3.0,4.0,3.0
12447,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2017-10-15,3.0,4.0,3.0,2.0,4.0,4.0
5423,Athens,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2017-10-15,3.0,3.0,3.0,3.0,3.0,3.0
5801,Northport,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-10-15,3.0,3.0,2.0,2.0,2.0,3.0
12526,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-10-15,3.0,3.0,3.0,3.0,2.0,2.0
240,Orange Beach,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-10-15,3.0,3.0,2.0,4.0,4.0,3.0
14216,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2017-10-15,3.0,3.0,3.0,3.0,3.0,3.0
10567,Orange Beach,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-10-15,3.0,3.0,3.0,3.0,3.0,3.0
3605,Vestavia Hills,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-10-15,2.0,2.0,2.0,3.0,3.0,3.0
11497,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2017-10-15,3.0,4.0,4.0,3.0,3.0,4.0
12546,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-10-15,3.0,4.0,3.0,4.0,5.0,3.0
59,Orange Beach,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-10-15,2.0,2.0,2.0,3.0,3.0,3.0
12161,Trussville,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-10-15,2.0,2.0,2.0,3.0,3.0,3.0
2937,Talladega,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-10-15,4.0,4.0,3.0,3.0,4.0,3.0
5029,Dothan,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2017-10-15,3.0,3.0,3.0,2.0,3.0,3.0
10542,Hoover,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-10-15,3.0,3.0,4.0,2.0,3.0,3.0
12130,Cullman,North_Huntsville-Decatur-Florence,Residential,Rural,2017-10-15,4.0,4.0,4.0,3.0,3.0,3.0
8958,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-10-15,3.0,3.0,3.0,3.0,3.0,3.0
8595,Montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2017-10-15,2.0,3.0,2.0,2.0,2.0,3.0
4557,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-10-15,5.0,4.0,5.0,5.0,5.0,5.0
5293,Bridgeport,North_Huntsville-Decatur-Florence,Residential,Rural,2017-10-15,4.0,4.0,3.0,2.0,3.0,3.0
2886,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2017-10-15,3.0,3.0,3.0,4.0,4.0,3.0
14401,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-10-15,2.0,3.0,3.0,3.0,3.0,3.0
10951,Gulf Shores,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-10-15,2.0,2.0,2.0,3.0,3.0,3.0
3853,Gulf Shores,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-10-15,3.0,3.0,3.0,3.0,3.0,3.0
14381,orange beach,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-10-15,4.0,4.0,4.0,2.0,3.0,3.0
12518,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-10-15,3.0,3.0,3.0,3.0,4.0,3.0
3027,Phenix City,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2017-10-15,3.0,4.0,5.0,3.0,3.0,3.0
3449,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-10-15,3.0,4.0,4.0,4.0,5.0,3.0
5758,ENTERPRISE ,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2017-10-15,3.0,3.0,3.0,3.0,3.0,3.0
3485,Dothan,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2017-10-15,3.0,3.0,3.0,3.0,3.0,3.0
14246,Mobile,South_Mobile-Baldwin,Commercial,Suburban_Urban,2017-10-15,3.0,3.0,2.0,3.0,3.0,3.0
10628,Montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Commercial,Suburban_Urban,2017-10-15,4.0,4.0,4.0,3.0,3.0,3.0
