,City,region,Res_Comm,mkt_type,Quradate,National_exp,Alabama_exp,Sales_exp,Inventory_exp,Price_exp,Credit_exp
4695,New Hope,North_Huntsville-Decatur-Florence,Commercial,Rural,2017-07-15,4.0,4.0,3.0,3.0,4.0,4.0
8393,Orange Beach,South_Mobile-Baldwin,Residential,Rural,2017-07-15,3.0,3.0,4.0,4.0,4.0,3.0
730,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-07-15,2.0,2.0,2.0,2.0,3.0,4.0
8112,Dothan,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Commercial,Suburban_Urban,2017-07-15,4.0,4.0,4.0,2.0,4.0,3.0
4635,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2017-07-15,3.0,3.0,3.0,3.0,3.0,2.0
14234,anniston,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-07-15,3.0,2.0,3.0,3.0,3.0,3.0
638,Foley,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-07-15,3.0,4.0,4.0,4.0,4.0,3.0
14189,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2017-07-15,4.0,4.0,4.0,4.0,4.0,3.0
376,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-07-15,2.0,3.0,2.0,3.0,3.0,3.0
14318,Huntsville ,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2017-07-15,4.0,4.0,3.0,4.0,4.0,3.0
8327,Orange Beach,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-07-15,3.0,3.0,3.0,3.0,3.0,3.0
11483,Huntsville,North_Huntsville-Decatur-Florence,Commercial,Suburban_Urban,2017-07-15,4.0,4.0,4.0,4.0,4.0,4.0
737,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-07-15,4.0,4.0,4.0,5.0,3.0,4.0
13907,Pelham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-07-15,3.0,3.0,3.0,3.0,3.0,3.0
4508,Gardendale,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-07-15,2.0,3.0,3.0,2.0,3.0,3.0
7940,Montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2017-07-15,3.0,3.0,3.0,2.0,4.0,4.0
527,Rainsville,North_Huntsville-Decatur-Florence,Residential,Rural,2017-07-15,4.0,4.0,4.0,3.0,4.0,3.0
1041,Birmingham ,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2017-07-15,2.0,3.0,3.0,2.0,4.0,3.0
4444,MOBILE,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-07-15,3.0,3.0,4.0,2.0,4.0,3.0
9272,Decatur,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2017-07-15,4.0,4.0,4.0,4.0,3.0,3.0
9407,daphne,South_Mobile-Baldwin,Commercial,Suburban_Urban,2017-07-15,4.0,4.0,4.0,4.0,4.0,4.0
32,Daphne,South_Mobile-Baldwin,Commercial,Suburban_Urban,2017-07-15,4.0,3.0,3.0,3.0,3.0,3.0
239,Orange Beach,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-07-15,3.0,3.0,3.0,4.0,4.0,3.0
14437,Fairhope,South_Mobile-Baldwin,Commercial,Suburban_Urban,2017-07-15,3.0,3.0,3.0,4.0,4.0,3.0
804,Citronelle,South_Mobile-Baldwin,Residential,Rural,2017-07-15,3.0,3.0,3.0,3.0,3.0,3.0
9193,Northport,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-07-15,3.0,3.0,2.0,2.0,4.0,3.0
13894,Alexander City,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Rural,2017-07-15,3.0,3.0,3.0,4.0,4.0,4.0
8636,Selma,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2017-07-15,4.0,4.0,4.0,3.0,3.0,3.0
7016,Montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Commercial,Suburban_Urban,2017-07-15,4.0,3.0,3.0,2.0,2.0,3.0
1135,Orange Beach,South_Mobile-Baldwin,Commercial,Suburban_Urban,2017-07-15,2.0,2.0,2.0,2.0,3.0,2.0
12466,Florence,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2017-07-15,3.0,4.0,4.0,3.0,3.0,3.0
5757,ENTERPRISE ,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2017-07-15,3.0,3.0,3.0,3.0,3.0,3.0
9891,Odenville,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2017-07-15,3.0,3.0,3.0,3.0,3.0,2.0
6985,montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Rural,2017-07-15,3.0,4.0,4.0,4.0,4.0,4.0
1897,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-07-15,3.0,3.0,3.0,4.0,3.0,3.0
2985,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-07-15,3.0,4.0,4.0,3.0,4.0,3.0
3892,BHm ,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-07-15,3.0,3.0,3.0,3.0,3.0,3.0
5773,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-07-15,3.0,3.0,2.0,4.0,2.0,2.0
13204,Northport,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-07-15,4.0,4.0,3.0,3.0,3.0,4.0
1928,Auburn,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2017-07-15,3.0,3.0,3.0,3.0,4.0,3.0
4857,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-07-15,2.0,2.0,2.0,2.0,3.0,3.0
2973,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2017-07-15,4.0,4.0,4.0,2.0,4.0,3.0
6927,Birmingham ,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2017-07-15,3.0,3.0,3.0,3.0,3.0,2.0
13174,Robertsdale,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-07-15,3.0,4.0,3.0,4.0,3.0,2.0
1970,Madison,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2017-07-15,3.0,3.0,3.0,3.0,4.0,3.0
5788,birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-07-15,2.0,2.0,2.0,3.0,3.0,3.0
1974,Anniston,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2017-07-15,1.0,3.0,2.0,1.0,3.0,2.0
5011,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-07-15,3.0,3.0,3.0,3.0,3.0,3.0
12517,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-07-15,3.0,3.0,3.0,2.0,4.0,3.0
1996,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-07-15,3.0,4.0,4.0,3.0,4.0,3.0
5800,Northport,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-07-15,3.0,4.0,3.0,2.0,3.0,3.0
11441,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2017-07-15,3.0,3.0,3.0,3.0,3.0,3.0
12525,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-07-15,3.0,4.0,4.0,3.0,3.0,3.0
13138,Jasper,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2017-07-15,3.0,4.0,4.0,3.0,3.0,2.0
6882,Prattville,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Commercial,Suburban_Urban,2017-07-15,3.0,3.0,3.0,3.0,4.0,3.0
4883,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-07-15,3.0,2.0,2.0,2.0,3.0,3.0
9980,Montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2017-07-15,4.0,5.0,5.0,4.0,4.0,3.0
10566,Orange Beach,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-07-15,3.0,3.0,3.0,3.0,3.0,3.0
9990,Dothan,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Commercial,Rural,2017-07-15,2.0,2.0,3.0,2.0,2.0,2.0
3026,Phenix City,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2017-07-15,4.0,3.0,4.0,3.0,3.0,3.0
11182,Gulf Shores,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-07-15,4.0,4.0,4.0,2.0,4.0,3.0
4046,Daphne,South_Mobile-Baldwin,Residential,Rural,2017-07-15,3.0,3.0,3.0,4.0,3.0,3.0
10650,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2017-07-15,3.0,4.0,3.0,3.0,4.0,4.0
3876,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-07-15,4.0,4.0,4.0,3.0,4.0,3.0
4374,Gardendale,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-07-15,3.0,3.0,4.0,2.0,3.0,3.0
11403,Birmingham,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-07-15,3.0,3.0,3.0,2.0,3.0,3.0
7202,montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Commercial,Suburban_Urban,2017-07-15,3.0,3.0,2.0,2.0,2.0,3.0
1668,Columbiana,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-07-15,4.0,4.0,4.0,4.0,4.0,4.0
13360,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2017-07-15,4.0,4.0,4.0,3.0,4.0,3.0
3282,Mobile,South_Mobile-Baldwin,Residential,Rural,2017-07-15,4.0,5.0,4.0,3.0,4.0,3.0
5593,Brent,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2017-07-15,4.0,4.0,3.0,3.0,3.0,3.0
9785,birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-07-15,3.0,3.0,3.0,2.0,4.0,3.0
12343,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-07-15,3.0,3.0,3.0,2.0,4.0,3.0
10748,Roanoke,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Rural,2017-07-15,3.0,3.0,3.0,3.0,3.0,3.0
3243,Hoover,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-07-15,4.0,4.0,3.0,3.0,3.0,4.0
13326,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2017-07-15,3.0,3.0,3.0,3.0,3.0,3.0
11806,penscola,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-07-15,3.0,4.0,3.0,4.0,4.0,2.0
7178,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2017-07-15,3.0,3.0,3.0,4.0,3.0,4.0
5617,Orange Beach,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-07-15,3.0,4.0,3.0,2.0,4.0,3.0
1748,Hoover,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-07-15,3.0,3.0,3.0,3.0,3.0,3.0
10728,MONTGOMERY,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2017-07-15,3.0,3.0,3.0,2.0,4.0,3.0
3197,Rainbow City,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-07-15,3.0,3.0,3.0,4.0,3.0,3.0
4582,Daphne,South_Mobile-Baldwin,Commercial,Suburban_Urban,2017-07-15,4.0,4.0,4.0,3.0,3.0,3.0
13293,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-07-15,3.0,4.0,4.0,3.0,3.0,3.0
11931,Semmes,South_Mobile-Baldwin,Residential,Rural,2017-07-15,2.0,3.0,2.0,3.0,2.0,3.0
3143,Mobile,South_Mobile-Baldwin,Commercial,Suburban_Urban,2017-07-15,4.0,4.0,4.0,4.0,5.0,3.0
11659,Fairhope,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-07-15,3.0,3.0,3.0,3.0,3.0,3.0
3105,Montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2017-07-15,3.0,3.0,3.0,3.0,3.0,3.0
4604,Anniston,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-07-15,4.0,4.0,4.0,3.0,3.0,4.0
10665,Opelika,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Commercial,Rural,2017-07-15,4.0,4.0,4.0,5.0,4.0,3.0
11618,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2017-07-15,3.0,3.0,3.0,3.0,4.0,4.0
13264,birmingham,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2017-07-15,3.0,3.0,3.0,2.0,2.0,3.0
3057,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2017-07-15,3.0,3.0,3.0,3.0,3.0,3.0
2929,montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2017-07-15,3.0,3.0,2.0,4.0,3.0,3.0
6842,Enterprise,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Commercial,Rural,2017-07-15,4.0,4.0,4.0,3.0,4.0,3.0
2922,Madison,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2017-07-15,4.0,4.0,4.0,3.0,4.0,3.0
2779,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2017-07-15,3.0,3.0,4.0,3.0,4.0,4.0
6531,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2017-07-15,3.0,2.0,2.0,2.0,2.0,3.0
11893,Fairhope,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-07-15,2.0,1.0,1.0,3.0,3.0,2.0
10173,Pelham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-07-15,4.0,4.0,3.0,2.0,3.0,2.0
2342,Gulf Shores,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-07-15,4.0,5.0,5.0,1.0,4.0,3.0
10184,Spanish Fort ,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-07-15,3.0,3.0,3.0,3.0,4.0,3.0
2744,huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2017-07-15,4.0,4.0,4.0,4.0,5.0,4.0
6502,Beatrice,South_Mobile-Baldwin,Commercial,Rural,2017-07-15,4.0,4.0,4.0,3.0,3.0,3.0
10411,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-07-15,4.0,4.0,4.0,1.0,4.0,4.0
10203,Spanish Fort,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-07-15,3.0,3.0,2.0,4.0,4.0,3.0
2420,Citronelle,South_Mobile-Baldwin,Residential,Rural,2017-07-15,3.0,3.0,3.0,3.0,3.0,3.0
2703,AUBURN,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2017-07-15,3.0,3.0,3.0,2.0,3.0,2.0
11220,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2017-07-15,3.0,3.0,3.0,3.0,3.0,3.0
6458,Montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Commercial,Suburban_Urban,2017-07-15,4.0,4.0,4.0,3.0,3.0,4.0
2681,Livingston,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2017-07-15,4.0,4.0,3.0,3.0,3.0,3.0
11867,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2017-07-15,4.0,3.0,3.0,3.0,3.0,3.0
11602,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2017-07-15,4.0,3.0,3.0,3.0,4.0,4.0
2475,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-07-15,4.0,4.0,4.0,3.0,3.0,4.0
6384,Pelham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-07-15,4.0,3.0,3.0,3.0,3.0,3.0
2615,Montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2017-07-15,3.0,3.0,3.0,3.0,4.0,4.0
6208,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2017-07-15,3.0,3.0,3.0,3.0,3.0,3.0
2496,Semmes,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-07-15,3.0,3.0,3.0,3.0,3.0,2.0
6232,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2017-07-15,4.0,4.0,4.0,4.0,3.0,3.0
6334,Decatur,North_Huntsville-Decatur-Florence,Residential,Rural,2017-07-15,4.0,4.0,4.0,4.0,4.0,3.0
2511,Dothan,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2017-07-15,4.0,4.0,4.0,3.0,3.0,4.0
4943,Madison,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2017-07-15,3.0,3.0,3.0,3.0,3.0,3.0
12811,Daphne,South_Mobile-Baldwin,Commercial,Suburban_Urban,2017-07-15,3.0,4.0,3.0,2.0,3.0,3.0
2561,Camden,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Commercial,Rural,2017-07-15,3.0,3.0,3.0,3.0,3.0,3.0
6283,Decatur,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2017-07-15,3.0,4.0,4.0,2.0,3.0,4.0
6547,HUNTSVILLE,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2017-07-15,3.0,3.0,3.0,3.0,3.0,3.0
2315,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-07-15,3.0,3.0,4.0,3.0,3.0,4.0
6573,florence,North_Huntsville-Decatur-Florence,Commercial,Suburban_Urban,2017-07-15,2.0,3.0,3.0,2.0,4.0,3.0
2310,Auburn,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2017-07-15,3.0,2.0,2.0,2.0,3.0,3.0
2075,Fairhope,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-07-15,2.0,4.0,4.0,4.0,3.0,3.0
12572,Hoover,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-07-15,4.0,4.0,4.0,3.0,3.0,4.0
10020,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-07-15,3.0,3.0,3.0,3.0,3.0,3.0
13083,Rainbow City,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-07-15,3.0,3.0,3.0,3.0,3.0,3.0
2891,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-07-15,2.0,2.0,2.0,3.0,3.0,3.0
3985,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2017-07-15,2.0,3.0,2.0,2.0,3.0,3.0
2885,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2017-07-15,4.0,4.0,4.0,3.0,3.0,4.0
4358,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-07-15,3.0,3.0,3.0,4.0,4.0,4.0
10036,Northport,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Rural,2017-07-15,4.0,4.0,4.0,3.0,4.0,3.0
12601,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2017-07-15,3.0,3.0,4.0,3.0,3.0,3.0
5949,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-07-15,4.0,4.0,4.0,3.0,3.0,3.0
6794,Wetumpka,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Rural,2017-07-15,3.0,3.0,3.0,2.0,4.0,4.0
2135,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-07-15,4.0,4.0,4.0,3.0,3.0,3.0
10499,Enterprise,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Commercial,Suburban_Urban,2017-07-15,5.0,4.0,4.0,3.0,4.0,5.0
1607,mobile,South_Mobile-Baldwin,Commercial,Suburban_Urban,2017-07-15,3.0,3.0,3.0,2.0,3.0,3.0
12633,Auburn,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2017-07-15,2.0,2.0,3.0,4.0,4.0,4.0
6763,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-07-15,3.0,3.0,3.0,1.0,4.0,4.0
3920,Huntsville,North_Huntsville-Decatur-Florence,Commercial,Suburban_Urban,2017-07-15,3.0,3.0,4.0,4.0,4.0,4.0
6712,Mountain Brook,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-07-15,2.0,2.0,3.0,1.0,4.0,2.0
4556,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-07-15,3.0,3.0,3.0,3.0,3.0,4.0
5999,Arab,North_Huntsville-Decatur-Florence,Residential,Rural,2017-07-15,4.0,4.0,4.0,3.0,3.0,3.0
6638,FOLEY,South_Mobile-Baldwin,Commercial,Suburban_Urban,2017-07-15,4.0,4.0,4.0,3.0,4.0,3.0
2213,Orange Beach,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-07-15,3.0,3.0,4.0,3.0,4.0,4.0
12659,Montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2017-07-15,4.0,4.0,4.0,2.0,3.0,3.0
11391,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2017-07-15,4.0,3.0,3.0,3.0,4.0,3.0
4924,Montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2017-07-15,4.0,4.0,4.0,2.0,3.0,3.0
6014,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2017-07-15,3.0,4.0,4.0,3.0,4.0,4.0
12980,Spanish Fort,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-07-15,4.0,3.0,3.0,2.0,4.0,3.0
12688,Orange  Beach,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-07-15,4.0,4.0,4.0,2.0,4.0,5.0
10151,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2017-07-15,4.0,4.0,4.0,3.0,4.0,3.0
13045,Alabaster,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-07-15,3.0,3.0,3.0,2.0,2.0,3.0
10804,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-07-15,4.0,4.0,3.0,4.0,3.0,3.0
1774,Cullman,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2017-07-15,4.0,4.0,4.0,3.0,3.0,3.0
11768,Guntersville,North_Huntsville-Decatur-Florence,Residential,Rural,2017-07-15,3.0,3.0,3.0,4.0,2.0,2.0
3554,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-07-15,3.0,3.0,3.0,2.0,3.0,3.0
12057,Gulf Shores,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-07-15,4.0,4.0,3.0,3.0,4.0,4.0
5370,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2017-07-15,3.0,4.0,3.0,3.0,4.0,3.0
11967,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2017-07-15,3.0,3.0,3.0,3.0,3.0,3.0
9671,tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2017-07-15,4.0,4.0,3.0,2.0,2.0,4.0
10889,Baton Rouge,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-07-15,3.0,3.0,4.0,3.0,4.0,4.0
5122,Gulf Shores,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-07-15,3.0,3.0,4.0,3.0,4.0,4.0
1237,Webb,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Rural,2017-07-15,4.0,4.0,4.0,3.0,4.0,3.0
3768,Florence,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2017-07-15,3.0,3.0,3.0,3.0,3.0,3.0
7373,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-07-15,4.0,4.0,4.0,4.0,3.0,3.0
13640,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-07-15,3.0,3.0,3.0,2.0,4.0,3.0
13484,Hoover,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-07-15,3.0,3.0,4.0,3.0,4.0,3.0
7580,Mobile,South_Mobile-Baldwin,Residential,Rural,2017-07-15,4.0,4.0,4.0,2.0,4.0,2.0
7307,Fairhope,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-07-15,4.0,4.0,4.0,2.0,3.0,5.0
11156,Birmingham,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Commercial,Rural,2017-07-15,2.0,2.0,2.0,2.0,3.0,3.0
4098,Harvest,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2017-07-15,4.0,4.0,4.0,4.0,4.0,4.0
12232,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2017-07-15,3.0,3.0,3.0,4.0,3.0,3.0
9701,Montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2017-07-15,3.0,3.0,4.0,4.0,4.0,3.0
1214,birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2017-07-15,3.0,3.0,4.0,3.0,3.0,3.0
13662,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2017-07-15,4.0,5.0,4.0,3.0,3.0,3.0
5422,Athens,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2017-07-15,3.0,4.0,3.0,3.0,3.0,3.0
10856,Auburn,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2017-07-15,4.0,4.0,4.0,2.0,4.0,4.0
5326,Auburn,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2017-07-15,4.0,3.0,3.0,4.0,3.0,3.0
9637,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-07-15,3.0,3.0,3.0,2.0,3.0,3.0
3627,Vestavia Hills,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2017-07-15,4.0,4.0,3.0,4.0,4.0,3.0
5292,Bridgeport,North_Huntsville-Decatur-Florence,Residential,Rural,2017-07-15,3.0,3.0,3.0,3.0,3.0,3.0
7470,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2017-07-15,4.0,4.0,3.0,4.0,4.0,3.0
